name,latitude,longitude,description,city,country,address
Timberline Lodge,45.331223,-121.711253,Wikidata: Q1574090,Clackamas County,United States,
TIME'S I + II,35.0087,135.7703,Wikidata: Q131389013,Kyoto,Japan,
Tiradentes Palace,-22.90387009,-43.173877,Wikidata: Q2048490,Centro,Brazil,
Tivoli Concert Hall,55.672638888,12.568666666,Wikidata: Q115380780,Copenhagen Municipality,Denmark,
Toki Messe,37.9262,139.06,Wikidata: Q705614,Niigata,Japan,
Tokyo Bunka Kaikan,35.71416667,139.77527778,Wikidata: Q3892342,Tokyo,Japan,
Tokyo Dome Hotel,35.703694,139.7535,Wikidata: Q3530524,Tokyo,Japan,
Tokyo Fashion Town Building,35.630887805,139.790579,Wikidata: Q67179812,Tokyo,Japan,
Tokyo Station,35.680833333,139.766944444,Wikidata: Q283196,,,
Toledo Cathedral,39.857083333,-4.023888888,Wikidata: Q1123180,,,
Toledo Museum of Art,41.658333333,-83.559444444,Wikidata: Q1743116,Toledo,United States,
Tolentini,45.4374,12.3221,Wikidata: Q2219891,Venice,Italy,
Tomb in Očkov,48.660277777,17.758055555,Wikidata: Q12771877,Očkov,Slovakia,
Tomb of King Kongmin,37.9817,126.473,Wikidata: Q709266,Kaesong,North Korea,
Tomb of King Wanggon,37.9847,126.506,Wikidata: Q7818624,Kaepung-guyok,North Korea,
Tomb of Puhaddin,32.39666667,119.44861111,Wikidata: Q3391115,Yangzhou,China,
Tomb of the Jibei King,36.4452,116.63931,Wikidata: Q1574075,Changqing District,China,
Tombe de l'Empereur,50.63816,5.08519,Wikidata: Q1899395,Hannut,Belgium,
Tombe of Yve,50.60592,5.14188,Wikidata: Q2161403,Braives,Belgium,
Tombeau de Théodoric,48.959213,4.624165,Wikidata: Q18785803,Poix,France,
Tombs of the Kings,34.77611111,32.40472222,Wikidata: Q1796353,Paphos Municipality,Cyprus,
Tombs of the Sanhedrin,31.7994,35.2189,Wikidata: Q3531182,Jerusalem,Israel,
Tooting Bec,51.43584083,-0.15968594,Wikidata: Q1424421,Wandsworth,United Kingdom,
Tooting Broadway tube station,51.42759898,-0.16800078,Wikidata: Q685100,Wandsworth,United Kingdom,
Tophet of Carthage,36.8415,10.3231,Wikidata: Q3108571,Carthage,Tunisia,
Topkapı Palace,41.013,28.984,Wikidata: Q170495,,,
Torre Corzana,41.3852856,2.0511033,Wikidata: Q80951408,Sant Feliu de Llobregat,Spain,
Torre de Collserola,41.417222222,2.114166666,Wikidata: Q1147977,Sarrià-Sant Gervasi,Spain,
Torre de la Fàbrica Gutterman,41.536702777,2.418422222,Wikidata: Q28711535,Argentona,Spain,
Torre de la Rosaleda,42.5591,-6.60965,Wikidata: Q3532455,Ponferrada,Spain,
Torre de les Aigües,41.5625,2.01666,Wikidata: Q18696977,Terrassa,Spain,
"Torre de Valencia, Madrid",40.421352777,-3.679494444,Wikidata: Q11704647,Ibiza,Spain,
Torre Europa,40.451666666,-3.691666666,Wikidata: Q2421828,Cuatro Caminos,Spain,
Torre Glòries,41.403489,2.189519,Wikidata: Q336246,El Parc i la Llacuna del Poblenou,Spain,
Torre Interbank,-12.089466954,-77.022767071,Wikidata: Q5818145,Lima,Peru,
Torre Moeve,40.475555555,-3.687777777,Wikidata: Q519568,Madrid,Spain,
Torre Picasso,40.450277777,-3.6925,Wikidata: Q1364394,Cuatro Caminos,Spain,
Torre Puig,41.357292175,2.122281074,Wikidata: Q16641572,L'Hospitalet de Llobregat,Spain,
Torre Realia BCN,41.35555,2.12511,Wikidata: Q1189521,L'Hospitalet de Llobregat,Spain,
Torre Velasca,45.46,9.190555555,Wikidata: Q1156274,Milan,Italy,
Torres Atrio,4.615565,-74.072263,Wikidata: Q19207166,Bogotá,Colombia,
Tottenham Hotspur Stadium,51.604444444,-0.066388888,Wikidata: Q55074091,,,
Toughsheet Community Stadium,53.580555555,-2.535555555,Wikidata: Q242772,,,
Toulouse-Blagnac,43.635,1.367780555,Wikidata: Q372615,,,
Tour bleue,50.412008333,4.453641666,Wikidata: Q3533027,沙勒罗瓦,Belgium,
Tour CIBC,45.4985,-73.5709,Wikidata: Q3533035,Ville-Marie,Canada,
Tour de la Bourse,45.5006,-73.5618,Wikidata: Q1702873,Montreal,Canada,
Tour de Lille,50.6386,3.07639,Wikidata: Q3533359,Lille,France,
Tour Granite,48.8918,2.22959,Wikidata: Q666483,Nanterre,France,
Tour Hekla,48.8889,2.23528,Wikidata: Q17640070,Puteaux,France,
Tour Horizons,48.8279,2.23384,Wikidata: Q2371224,Boulogne-Billancourt,France,
Tour La Marseillaise,43.313139,5.366889,Wikidata: Q58208336,Marseille,France,
Tour Telus,45.5024,-73.5676,Wikidata: Q3533198,Ville-Marie,Canada,
Tourcoing (Pont-Neuville) Communal Cemetery,50.739956,3.175808,Wikidata: Q2654997,Tourcoing,France,
Towada Art Center,40.614039,141.20941,Wikidata: Q11404944,Towada,Japan,
Tower 25,35.1686,33.3605,Wikidata: Q7829624,Nicosia,Cyprus,
Tower of Siza,50.846472,5.701806,Wikidata: Q115412393,Maastricht,Netherlands,
Town hall of Béthune,50.5318,2.63772,Wikidata: Q3146138,Béthune,France,
"Town Hall, Vilnius",54.678,25.287,Wikidata: Q1257109,Vilnius,Lithuania,
Toyota City Museum,35.081583333,137.151666666,Wikidata: Q125906525,Nagoya,Japan,
Trade and Exhibition Complex,59.957613,30.320104,Wikidata: Q104887772,Saint Petersburg,Russia,
Trade Fairs and Congress Center of Málaga,36.704769444,-4.459441666,Wikidata: Q6057990,Málaga,Spain,
Trafalgar Cemetery,36.134713888,-5.352194444,Wikidata: Q1009226,Gibraltar,United Kingdom,
Tramway Gas Station,33.8584,-116.558,Wikidata: Q7833251,Palm Springs,United States,
Transamerica Pyramid,37.795135,-122.402748,Wikidata: Q216865,San Francisco,United States,
Transfiguration Cathedral,59.943044,30.352547,Wikidata: Q644102,Saint Petersburg,Russia,
Tranzitní telefonní ústředna,50.218554,15.828075,Wikidata: Q52518232,Věkoše,Czech Republic,
Tree Point Light,54.8028,-130.934,Wikidata: Q3662067,Prince of Wales–Hyder Census Area,United States,
Trellick Tower,51.523777777,-0.2055,Wikidata: Q1571416,Royal Borough of Kensington and Chelsea,United Kingdom,
Trento Cathedral,46.0669,11.1215,Wikidata: Q621060,Trento,Italy,
Trescault Communal Cemetery,50.0916,3.0949,Wikidata: Q3947139,Trescault,France,
Trespiano Cemetery,43.82906944,11.28665833,Wikidata: Q3676951,Florence,Italy,
Tretyakov Gallery,55.741389,37.620864,Wikidata: Q183334,,,
Triangle Building,-23.548861111,-46.634666666,Wikidata: Q4462747,São Paulo,Brazil,
Trier Main Cemetery,49.7686,6.65383,Wikidata: Q1589467,Trier,Germany,
Trindade metro station,41.1524,-8.60948,Wikidata: Q162481,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal,
Trinità dei Monti,41.90625,12.48358,Wikidata: Q1229008,Rome,Italy,
Trinity Cathedral,59.9165,30.306,Wikidata: Q762242,Saint Petersburg,Russia,
Trinity Church,40.70801,-74.01221,Wikidata: Q866896,New York,United States,
Trinity Court,51.5256,-0.116,Wikidata: Q56277035,London Borough of Camden,United Kingdom,
Tripoli Shrine Temple,43.039167,-87.951389,Wikidata: Q1254048,Milwaukee,United States,
Troyekurovskoye cemetery,55.700205555,37.40895,Wikidata: Q1457437,Moscow,Russia,
Trump International Hotel and Tower,41.8891,-87.626672222,Wikidata: Q546221,Chicago,United States,
Trump Tower,40.7625,-73.974166666,Wikidata: Q868772,,,
Trumpeldor cemetery,32.075631,34.770033,Wikidata: Q2597530,Tel Aviv,Israel,
Truro Cathedral,50.264167,-5.051111,Wikidata: Q637460,Truro,United Kingdom,
Tsaritsyno Park + palace,55.6168339,37.682817,Wikidata: Q147994,Orekhovo-Borisovo Severnoye District,Russia,
Tsentrosoyuz building,55.767611111,37.641125,Wikidata: Q2454624,Krasnoselsky District,Russia,
Tuchenn Pol,47.718531,-3.478283,Wikidata: Q28040011,Ploemeur,France,
Tughluq Timur Mausoleum,44.24019444,80.53316667,Wikidata: Q1455687,Ili Kazakh Autonomous Prefecture,China,
Tuileries Palace,48.862222222,2.331111111,Wikidata: Q234364,,,
Tumiac tumulus,47.54102778,-2.87208333,Wikidata: Q3542056,Arzon,France,
Tumuli de Bussy-le-Château,49.035277777,4.324444444,Wikidata: Q18746221,Bussy-le-Château,France,
Tumuli du Soleil,50.636176,5.033763,Wikidata: Q2667030,Wasseiges,Belgium,
Tumuli Huismeer,51.4058,5.35105,Wikidata: Q17454663,Eersel,Netherlands,
Tumuli in Ermelo,52.28562,5.60771,Wikidata: Q17453770,Ermelo,Netherlands,
Tumuli in Hemdingen,53.7752,9.856,Wikidata: Q1373488,Hemdingen,Germany,
Tumuli of Bois des Tombes,50.67915,5.24109,Wikidata: Q2581353,Waremme,Belgium,
Tumuli of Libersart,50.6552,4.72158,Wikidata: Q2001444,Walhain,Belgium,
Tumuli of Mirteaux,50.6382,4.99673,Wikidata: Q4439643,Hannut,Belgium,
Tumuli of Noirmont,50.602223,4.64329,Wikidata: Q2643327,Chastre,Belgium,
Tumuli of Seron,50.59379,5.00842,Wikidata: Q645533,Fernelmont,Belgium,
Tumuli of Tusson,45.9333,0.08306,Wikidata: Q3542034,Tusson,France,
tumuli Wolfheze near A50,52.0002,5.80551,Wikidata: Q17454357,Renkum,Netherlands,
Tumulii de Kerelcun,48.39029,-3.82097,Wikidata: Q22996308,La Feuillée,France,
Túmulo de Los Tiesos,40.68777778,-4.55527778,Wikidata: Q6154669,Mediana de Voltoya,Spain,
Tumulo del Principe etrusco,43.73416667,10.39111111,Wikidata: Q4000423,Pisa,Italy,
Tumulo di Camucia,43.259869,11.974117,Wikidata: Q3305266,Cortona,Italy,
tumulus #46021,51.22895,6.06354,Wikidata: Q17454559,Roermond,Netherlands,
tumulus #46022,51.22931,6.06446,Wikidata: Q17454560,Roermond,Netherlands,
Tumulus aux Six Frères,50.55867,4.86556,Wikidata: Q2230537,Éghezée,Belgium,
Tumulus Bill,49.758404,6.03129,Wikidata: Q20575146,Helperknapp,Luxembourg,
tumulus d'Er Grah,47.572306,-2.950694,Wikidata: Q1347902,Locmariaquer,France,
Tumulus d'Etal-Berder,47.582595,-2.891731,Wikidata: Q22992030,Larmor-Baden,France,
Tumulus de Baudement,48.577766,3.784299,Wikidata: Q19546026,Baudement,France,
Tumulus de Champ-Châlons,46.2337,-0.807408,Wikidata: Q3542057,Benon,France,
Tumulus de Château Bû,47.765057,-1.985017,Wikidata: Q1090350,Saint-Just,France,
Tumulus de Colombiers-sur-Seulles,49.2967,-0.4947,Wikidata: Q2459710,Colombiers-sur-Seulles,France,
Tumulus de Kermain,48.10864,-3.45484,Wikidata: Q22992026,Langonnet,France,
Tumulus de la Hogue,49.09569444,-0.36236111,Wikidata: Q1798858,Fontenay-le-Marmion,France,
Tumulus de la Hoguette,49.0964,-0.35444,Wikidata: Q16008672,Fontenay-le-Marmion,France,
tumulus de la Motte à Poljeau,45.7023,-0.1723,Wikidata: Q22954561,Les Métairies,France,
Tumulus de la Plate Tombe,50.68815,5.25756,Wikidata: Q14509089,Waremme,Belgium,
tumulus de Mussig,48.2386,7.5034,Wikidata: Q14628631,Mussig,France,
Tumulus de Nillizien,48.063056,-2.968306,Wikidata: Q22992100,Pontivy,France,
Tumulus de Portzmeur,48.611264,-3.668736,Wikidata: Q22990592,Plouégat-Guérand,France,
tumulus de Rubrat Huella,48.5088,-4.6784,Wikidata: Q22990942,Plourin,France,
Tumulus de Run-er-Sinzen,47.65263,-3.1784,Wikidata: Q22991862,Erdeven,France,
tumulus de Saint Fiacre,48.00056,-3.09583,Wikidata: Q3542055,Melrand,France,
Tumulus de Tormancy,47.6358,3.97156,Wikidata: Q3542054,Massangis,France,
Tumulus deep in Vijlenerbos,50.75845,5.97898,Wikidata: Q17455827,Vaals,Netherlands,
tumulus du Mané-Lud,47.57388889,-2.95111111,Wikidata: Q1323726,Locmariaquer,France,
Tumulus du Montioux,46.247168,0.062538,Wikidata: Q15638587,Sainte-Soline,France,
Tumulus Großmugl,48.48833,16.22312,Wikidata: Q18023079,Großmugl,Austria,
Tumulus MM,39.653889,31.998056,Wikidata: Q25511426,Ankara Province,Turkey,
Tumulus of Aineffe,50.62294,5.26101,Wikidata: Q2260941,Faimes,Belgium,
Tumulus of Avernas,50.7013,5.07125,Wikidata: Q2409909,Hannut,Belgium,
Tumulus of Betz,50.74128,5.10154,Wikidata: Q4852433,Landen,Belgium,
Tumulus of Blehen,50.66862,5.13022,Wikidata: Q2283365,Hannut,Belgium,
Tumulus of Bougon,46.374,-0.0675,Wikidata: Q1310277,Bougon,France,
Tumulus of Genoelselderen,50.80348,5.52802,Wikidata: Q2236903,Riemst,Belgium,
Tumulus of Glimes,50.67676,4.83276,Wikidata: Q2247766,Incourt,Belgium,
tumulus of Gutschoven,50.77012,5.33237,Wikidata: Q2156054,Heers,Belgium,
Tumulus of Havelange,50.39051,5.28808,Wikidata: Q2223625,Clavier,Belgium,
Tumulus of Herderen,50.80676,5.5545,Wikidata: Q2172118,Riemst,Belgium,
Tumulus of Herderen,50.80559,5.5691,Wikidata: Q2326311,Riemst,Belgium,
Tumulus of Herstappe,50.72368,5.4161,Wikidata: Q4641804,Herstappe,Belgium,
Tumulus of Hochtumsknopf,50.23163,6.05816,Wikidata: Q1820643,Burg-Reuland,Belgium,
Tumulus of Hodeige,50.70041,5.36442,Wikidata: Q2088193,Oreye,Belgium,
tumulus of Kernonen,48.5886111,-4.051944444,Wikidata: Q3542051,Plouvorn,France,
Tumulus of Koninksem,50.76888,5.44443,Wikidata: Q1997166,Tongeren,Belgium,
Tumulus of Koninksem,50.76961,5.43902,Wikidata: Q2447307,Tongeren,Belgium,
Tumulus of Lamine,50.68946,5.33611,Wikidata: Q3370859,Remicourt,Belgium,
Tumulus of Marcinelle,50.38826,4.42728,Wikidata: Q2455642,沙勒罗瓦,Belgium,
Tumulus of Middelwinden,50.76154,5.04359,Wikidata: Q2689699,Landen,Belgium,
Tumulus of Noville,50.667,5.38096,Wikidata: Q4520168,Remicourt,Belgium,
Tumulus of Oleye,50.7158,5.28212,Wikidata: Q2171278,Waremme,Belgium,
Tumulus of Otrange,50.73752,5.36809,Wikidata: Q4878796,Oreye,Belgium,
Tumulus of Oultremont,50.58384,5.21961,Wikidata: Q14509090,Villers-le-Bouillet,Belgium,
Tumulus of Ramelot,50.46034,5.34334,Wikidata: Q14509091,Tinlot,Belgium,
Tumulus of Saives,50.65856,5.23911,Wikidata: Q3098259,Faimes,Belgium,
Tumulus of Schinkelsknopf,50.255608333,6.110852777,Wikidata: Q2222361,Sankt Vith,Belgium,
Tumulus of Trou de Billemont,50.57089,3.46152,Wikidata: Q2458578,Antoing,Belgium,
Tumulus of Vaux,50.62097,5.23017,Wikidata: Q2085821,Villers-le-Bouillet,Belgium,
Tumulus of Vechmaal,50.75704,5.3518,Wikidata: Q2004450,Heers,Belgium,
Tumulus of Vissoul,50.59766,5.13077,Wikidata: Q2595945,Burdinne,Belgium,
tumulus of Waesmont,50.73161,5.04863,Wikidata: Q2691955,Landen,Belgium,
Tumulus of Xhendremael,50.69735,5.47812,Wikidata: Q2235189,Ans,Belgium,
Tumulus of Yernawe,50.59442,5.34083,Wikidata: Q5092917,Saint-Georges-sur-Meuse,Belgium,
Tumulus op der Schanz,49.745611,6.325833,Wikidata: Q13105301,Altrier,Luxembourg,
"Tumulus, quadrilatère et menhir de Manio",47.602,-3.058,Wikidata: Q24931935,Carnac,France,
Tuna el-Gebel,27.738333333,30.704444444,Wikidata: Q734370,Minya Governorate,Egypt,
Tuntex Sky Tower,22.611666666,120.3,Wikidata: Q337631,,,
Turin Cathedral,45.07332,7.685435,Wikidata: Q958699,Turin,Italy,
Turkish State Cemetery,39.936944444,32.807222222,Wikidata: Q2617627,Yenimahalle district,Turkey,
Türkmenbaşy Mosque,38.017777777,58.252777777,Wikidata: Q558159,Ashgabat,Turkmenistan,
Turku Synagogue,60.4557464,22.26653918,Wikidata: Q2601015,Turku,Finland,
Turning Torso,55.613333333,12.976388888,Wikidata: Q206435,Malmö Municipality,Sweden,
TV Asahi headquarters,35.6597,139.730922222,Wikidata: Q96091681,Tokyo,Japan,
TWA Flight Center,40.645828,-73.777539,Wikidata: Q29257,New York,United States,
"Twee grafheuvels, alsmede zones",51.99486,5.8555,Wikidata: Q17441259,Renkum,Netherlands,
Twee Tommen,50.71601,5.16581,Wikidata: Q2373696,Gingelom,Belgium,
Twickenham Stadium,51.456111111,-0.341666666,Wikidata: Q209725,,,
two tumuli northwest of Bilderberglaan near Wolfheze,51.996625,5.808488888,Wikidata: Q17441254,Renkum,Netherlands,
Tyne Cot Cemetery,50.8875,2.998889,Wikidata: Q2369533,Zonnebeke,Belgium,
U Street Station,38.9169902,-77.0260055,Wikidata: Q7876239,"Washington, D.C.",United States,
U.S. Bank Center,43.038356,-87.902084,Wikidata: Q3487098,Milwaukee,United States,
U.S. Bank Tower,34.050961,-118.254353,Wikidata: Q57900,Los Angeles,United States,
U.S. Post Office,38.2989,-122.287,Wikidata: Q18157276,Napa,United States,
U.S. Post Office-Springville Main,40.162222,-111.609722,Wikidata: Q7863290,Utah,United States,
Ubora Towers,25.180556,55.271028,Wikidata: Q2472804,Emirate of Dubai,United Arab Emirates,
Uchimura Kanzo Memorial Stone Church,36.356306,138.587111,Wikidata: Q11584735,Nagakura,Japan,
UCLA Broad Art Center,34.07588522,-118.44118633,Wikidata: Q105771067,Westside,United States,
Uelzen harbour tumulus,53.006,10.5596,Wikidata: Q1540799,Uelzen,Germany,
Uffizi Gallery,43.768333333,11.255277777,Wikidata: Q51252,,,
Ullsteinhaus,52.4533,13.3853,Wikidata: Q143984,Tempelhof-Schöneberg,Germany,
Umeå City Church,63.823611111,20.267777777,Wikidata: Q4348256,Umeå Municipality,Sweden,
Union Bank Plaza,34.053,-118.257,Wikidata: Q4004762,Downtown Los Angeles,United States,
Uniqa Nouvel Tower,48.2129,16.3799,Wikidata: Q2494947,Vienna,Austria,
Unité d'Habitation of Berlin,52.510277777,13.243888888,Wikidata: Q1132023,Charlottenburg-Wilmersdorf,Germany,
United Center,41.880555555,-87.674166666,Wikidata: Q639975,,,
United Lutheran Church,47.91861111,-97.03027778,Wikidata: Q7888238,Grand Forks,United States,
United Nations Memorial Cemetery,35.12845,129.09623,Wikidata: Q15465499,Busan,South Korea,
United Nations Secretariat Building,40.749,-73.968,Wikidata: Q7888512,New York,United States,
United Office Building,43.087222,-79.0625,Wikidata: Q7889005,Niagara Falls,United States,
United States Capitol,38.889722222,-77.009166666,Wikidata: Q54109,"Washington, D.C.",United States,
United States Post Office,43.220556,-78.388611,Wikidata: Q7891000,New York,United States,
United States Post Office,36.3291,-119.293,Wikidata: Q7875915,Visalia,United States,
United States Post Office,42.0492,-70.1889,Wikidata: Q16238508,Provincetown,United States,
United States Post Office,42.622222,-73.8325,Wikidata: Q1363699,Bethlehem,United States,
United States Post Office,33.4047,-90.898,Wikidata: Q21196644,Leland,United States,
United States Post Office,42.559722,-77.694444,Wikidata: Q7890934,New York,United States,
United States Post Office,41.717778,-74.393333,Wikidata: Q7890943,New York,United States,
United States Post Office,41.116389,-74.151944,Wikidata: Q2466422,Suffern,United States,
United States Post Office,42.900556,-73.350833,Wikidata: Q2466373,Hoosick Falls,United States,
United States Post Office,41.014722,-73.874444,Wikidata: Q2466355,Dobbs Ferry,United States,
United States Post Office,40.93,-73.7514,Wikidata: Q14707564,Larchmont,United States,
United States Post Office,34.1,-118.330556,Wikidata: Q2466371,Los Angeles,United States,
United States Post Office,41.791667,-73.936389,Wikidata: Q2466387,Hyde Park,United States,
United States Post Office,43.4075,-73.26,Wikidata: Q2466367,Granville,United States,
United States Post Office,40.83,-73.9089,Wikidata: Q14707567,The Bronx,United States,
United States Post Office,36.21972222,-81.68611111,Wikidata: Q20715010,Boone,United States,
United States Post Office,40.707222,-73.628611,Wikidata: Q7890967,New York,United States,
United States Post Office,42.335556,-77.318889,Wikidata: Q7890909,New York,United States,
United States Post Office,42.0019,-76.5406,Wikidata: Q14707574,Waverly,United States,
United States Post Office,42.2503,-73.7892,Wikidata: Q14707560,Hudson,United States,
United States Post Office,43.0836,-76.8711,Wikidata: Q14707554,Clyde,United States,
United States Post Office,44.5953,-75.1697,Wikidata: Q14707551,Canton,United States,
United States Post Office,41.289444,-73.922778,Wikidata: Q7891027,New York,United States,
United States Post Office,41.503333,-74.005833,Wikidata: Q7891008,New York,United States,
United States Post Office,38.8856,-77.0956,Wikidata: Q14713407,Arlington County,United States,
United States Post Office,43.1003,-74.7728,Wikidata: Q14707558,Dolgeville,United States,
United States Post Office,41.705833,-73.927778,Wikidata: Q2466407,Poughkeepsie,United States,
United States Post Office,41.926389,-73.913333,Wikidata: Q2466417,Rhinebeck,United States,
United States Post Office,42.547222,-70.883889,Wikidata: Q7890915,Massachusetts,United States,
United States Post Office,40.765278,-73.011667,Wikidata: Q7891025,New York,United States,
United States Post Office,41.375,-74.6925,Wikidata: Q7891033,New York,United States,
United States Post Office,40.650556,-73.956667,Wikidata: Q7890947,New York,United States,
United States Post Office,43.423611,-73.713056,Wikidata: Q144425,Lake George,United States,
United States Post Office and Courthouse,32.366389,-88.699722,Wikidata: Q7891095,Meridian,United States,
United States Post Office and Courthouse–Aberdeen,45.462778,-98.486389,Wikidata: Q7891110,South Dakota,United States,
United States Post Office and Courthouse–Baton Rouge,30.449444,-91.178889,Wikidata: Q7891113,Louisiana,United States,
United States Post Office and Federal Building,37.691667,-97.338333,Wikidata: Q7891125,Wichita,United States,
United States Post Office Knickerbocker Station,40.714028,-73.991889,Wikidata: Q7891148,New York,United States,
United States Post Office–Lancaster Main,44.490556,-71.570278,Wikidata: Q7891147,New Hampshire,United States,
United States Post Office–Lewiston Main,44.0875,-70.223333,Wikidata: Q7891149,Maine,United States,
United States Post Office–Lexington Main,42.446944,-71.225556,Wikidata: Q7891153,Lexington,United States,
United States Post Office–Somerville Main,42.37978,-71.09362,Wikidata: Q7891173,Somerville,United States,
United States Post Office–Weymouth Landing,42.2181,-70.9672,Wikidata: Q14715896,Weymouth,United States,
University Apartments,41.795555555,-87.591111111,Wikidata: Q17027982,Chicago,United States,
University Hall,42.374444,-71.118056,Wikidata: Q7894712,Cambridge,United States,
University of Tartu Old Observatory,58.3788,26.720111111,Wikidata: Q2346055,Tartu City,Estonia,
University Religious Center,34.023403986,-118.284817417,Wikidata: Q134302378,Los Angeles,United States,
Unterbarmer Friedhof,51.2564,7.17417,Wikidata: Q974347,Wuppertal,Germany,
UOB Plaza One,1.28555,103.85,Wikidata: Q21036744,Raffles Place,Singapore,
Upper Granite Canyon Patrol Cabin,43.613658,-110.89786,Wikidata: Q7898665,Teton County,United States,
Uppsala Old Cemetery,59.854166666,17.622777777,Wikidata: Q4353116,Uppsala Municipality,Sweden,
Uptown Theatre,39.987222,-75.156389,Wikidata: Q7899456,Philadelphia,United States,
urban cemetery of Monza,45.574389,9.301628,Wikidata: Q3676934,Monza,Italy,
Urban Glass House,40.725768,-74.009676,Wikidata: Q22952159,New York,United States,
Urduliz,43.378889,-2.958333,Wikidata: Q3045452,Urduliz,Spain,
Uris Hall,42.447190293,-76.482232706,Wikidata: Q58434288,Ithaca,United States,
Urnenfriedhof Gerichtstraße,52.54555,13.3654,Wikidata: Q2500925,Bezirk Mitte,Germany,
US Post Office-Old Hickory,36.263889,-86.649722,Wikidata: Q115806184,Nashville,United States,
US Post Office-Somersworth Main,43.2592,-70.8717,Wikidata: Q18157059,Somersworth,United States,
US Post Office–Camas Main,45.58657107,-122.404029493,Wikidata: Q118220450,Camas,United States,
UTEC campus,-12.134931194,-77.021722,Wikidata: Q99769226,Barranco District,Peru,
Utrecht (Soestbergen) General Cemetery,52.077581,5.129467,Wikidata: Q1943852,Utrecht,Netherlands,
Utzon Center,57.0496,9.9265,Wikidata: Q1434077,Aalborg Municipality,Denmark,
Utzon's House in Hellebæk,56.0619,12.5607,Wikidata: Q7903509,Helsingør Municipality,Denmark,
Vaduz Cathedral,47.1362,9.5227,Wikidata: Q156427,Vaduz,Liechtenstein,
Vagankovo Cemetery,55.768055555,37.548333333,Wikidata: Q281859,Presnensky District,Russia,
Valenciennes (St Roch) Communal Cemetery,50.36712,3.538898,Wikidata: Q2193718,Valenciennes,France,
Valhalla Memorial Park Cemetery,34.190277777,-118.360833333,Wikidata: Q4007954,Los Angeles,United States,
Valhøj,55.6747,12.4581,Wikidata: Q12343682,Rødovre Municipality,Denmark,
Valley Cemetery,42.983211,-71.460117,Wikidata: Q514834,Manchester,United States,
Valley of the Golden Mummies,28.326811111,28.826111111,Wikidata: Q7912356,Giza Governorate,Egypt,
Valley of the Kings,25.74025,32.602358,Wikidata: Q133423,Luxor,Egypt,
Valley of the Kings,29.017821,91.679769,Wikidata: Q750107,Qonggyai County,China,
Valmy Cemetery,48.8303,2.39895,Wikidata: Q2972483,Paris,France,
Valsgärde,59.92611111,17.62638889,Wikidata: Q2096449,Uppsala Municipality,Sweden,
Van Gogh Museum,52.358416,4.881076,Wikidata: Q224124,,,
Vancouver House,49.27505556,-123.13088889,Wikidata: Q55636956,Vancouver,Canada,
Vår Frelsers gravlund,59.920994444,10.745069444,Wikidata: Q1069938,Oslo Municipality,Norway,
Varaždin City Cemetery,46.30887,16.323452,Wikidata: Q1457435,Varaždin,Croatia,
Varengeville-Sur-Mer Churchyard,49.9166,0.98186,Wikidata: Q2972634,Varengeville-sur-Mer,France,
Varnum School,42.651111,-71.299444,Wikidata: Q7916062,Massachusetts,United States,
Vasco da Gama Bridge,38.762194444,-9.043305555,Wikidata: Q233737,,,
Vasile Alecsandri National Theatre Iași,47.1632209,27.5848455,Wikidata: Q5983528,Iași,Romania,
Vatican Necropolis,41.902301,12.453293,Wikidata: Q2119637,Vatican City,Vatican City,
Vaux-le-Vicomte,48.565832,2.714154,Wikidata: Q739976,Moisenay,France,
Veitskirche,47.2818,15.5139,Wikidata: Q2512169,Passail,Austria,
Vendegies Cross Roads British Cemetery,50.257236,3.516848,Wikidata: Q1908376,Bermerain,France,
Vendeville cemetery,50.577188,3.080565,Wikidata: Q1867625,Vendeville,France,
Vercelli Synagogue,45.32576,8.42579,Wikidata: Q74729,Vercelli,Italy,
Vermont State House,44.2625,-72.580555555,Wikidata: Q723549,Montpelier,United States,
Verona 203A,40.342146,-3.676448,Wikidata: Q26701989,Butarque,Spain,
Vertigneul Churchyard,50.196318,3.547583,Wikidata: Q2754471,Romeries,France,
"Vestagebouw, Arnhem",51.98455,5.906231,Wikidata: Q11718612,Arnhem,Netherlands,
Vestre Cemetery,55.65874,12.52943,Wikidata: Q3305530,Copenhagen Municipality,Denmark,
Vestre gravlund,59.931666666,10.697222222,Wikidata: Q1413698,Frogner,Norway,
Vicoigne cemetery,50.407379,3.47275,Wikidata: Q1866882,Raismes,France,
Vicq Communal Cemetery,50.4099,3.6038,Wikidata: Q3280174,Vicq,France,
Victims of Totalitarianism Cemetery in Kharkiv,50.08055556,36.26277778,Wikidata: Q1457486,Kharkiv,Ukraine,
Victoria Eugenia Theater,43.32259832,-1.980967399,Wikidata: Q3114044,San Sebastián,Spain,
Vienna Central Cemetery,48.15072,16.43808,Wikidata: Q240744,Kaiserebersdorf,Austria,
Vienna City Hall,48.2108,16.3574,Wikidata: Q686468,Innere Stadt,Austria,
Vienna State Opera house,48.203333333,16.369166666,Wikidata: Q209937,,,
Viesly Communal Cemetery,50.151098,3.471204,Wikidata: Q2111047,Viesly,France,
Vignacourt Communal Cemetery,50.006341,2.190036,Wikidata: Q2242236,Vignacourt,France,
Vila Emila Simona,50.881705833,15.182616944,Wikidata: Q111082015,Q56417241,Czech Republic,
