name,latitude,longitude,description,city,country,address
Friedhof Reinickendorf,52.568447222,13.336458333,Wikidata: Q1653813,Reinickendorf,Germany,
Friedhof Riem,48.132083065,11.679990873,Wikidata: Q1457410,Munich,Germany,
Friedhof Rummelsburg,52.500277777,13.500277777,Wikidata: Q1457417,Berlin,Germany,
Friedhof Salbke,52.0735,11.6657,Wikidata: Q1457421,Magdeburg,Germany,
Friedhof Solln,48.0787,11.5178,Wikidata: Q1457425,Munich,Germany,
Friedhof Steglitz,52.45665,13.343602777,Wikidata: Q1457429,Steglitz-Zehlendorf,Germany,
Friedhof Trenkebergstraße,50.8582,6.93078,Wikidata: Q629548,Meschenich,Germany,
Friedhof Uemmingen,51.465,7.294333333,Wikidata: Q1620931,Bochum-Ost,Germany,
"Friedhof Wannsee, Lindenstraße",52.425227777,13.153872222,Wikidata: Q1457440,Steglitz-Zehlendorf,Germany,
Friedhof Weißensee,52.56,13.451944444,Wikidata: Q1457444,Pankow,Germany,
Friedhof Woringen,47.927,10.2032,Wikidata: Q1457447,Woringen,Germany,
Friedhof Zehlendorf,52.439202777,13.25435,Wikidata: Q1457449,Steglitz-Zehlendorf,Germany,
Friedrichswerder Church,52.515833,13.397222,Wikidata: Q833817,Bezirk Mitte,Germany,
Friedrichswerderscher Friedhof,52.486388888,13.403888888,Wikidata: Q1298781,Friedrichshain-Kreuzberg,Germany,
Frijoles Canyon Visitor Center,35.7791,-106.270866,Wikidata: Q99584814,Sandoval County,United States,
Frist Art Museum,36.157778,-86.783889,Wikidata: Q5504731,Nashville,United States,
Frösö 58:1,63.176552,14.519462,Wikidata: Q29380998,Östersund Municipality,Sweden,
Frösö 58:4,63.17697,14.519648,Wikidata: Q29380999,Östersund Municipality,Sweden,
Frösö 59:2,63.176708,14.517523,Wikidata: Q29381002,Östersund Municipality,Sweden,
Frösö 79:1,63.166908,14.583579,Wikidata: Q29381021,Östersund Municipality,Sweden,
Frösö 80:1,63.166138,14.584958,Wikidata: Q29381025,Östersund Municipality,Sweden,
Frösö 89:1,63.166078,14.604235,Wikidata: Q29381036,Östersund Municipality,Sweden,
Fubon Sky Tree,24.139444444,120.659444444,Wikidata: Q104880932,West District,Taiwan,
Fubon Xinyi A25,25.039298,121.57013,Wikidata: Q47539081,Taipei,Taiwan,
Fukushima Daiichi Nuclear Power Plant,37.42138889,141.0325,Wikidata: Q114295,,,
Fundación Instituto San José,40.362866666,-3.772869444,Wikidata: Q29436698,Cuatro Vientos,Spain,
Fürstengrabhügel Sonnenbühl,47.354167,8.482222,Wikidata: Q1483252,Uitikon,Switzerland,
Furuichi Kofun Cluster,34.56277778,135.60916667,Wikidata: Q4250076,Osaka,Japan,
G.W. Andrews Federal Building,32.648056,-85.377222,Wikidata: Q2466403,Opelika,United States,
Gabbanat el-Bagawat,25.485769444,30.554938888,Wikidata: Q12244492,New Valley Governorate,Egypt,
Gal Factory,40.434872222,-3.71765,Wikidata: Q52836353,Madrid,Spain,
Gala–Rodriguez House,13.961951,121.524808,Wikidata: Q17068046,Sariaya,Philippines,
Galeries Lafayette,52.5144,13.39,Wikidata: Q1406145,Bezirk Mitte,Germany,
Galeries Lafayette Haussmann,48.87363,2.33215,Wikidata: Q218613,Paris,France,
Galgebakke,55.37624,11.33529,Wikidata: Q1491996,Slagelse Municipality,Denmark,
Galitska Synagogue,50.445833333,30.488055555,Wikidata: Q117232,Kyiv,Ukraine,
Gallatin County Courthouse,45.679722222,-111.041111111,Wikidata: Q65121529,Bozeman,United States,
Gallerie dell'Accademia,45.431078,12.328139,Wikidata: Q338330,Venice,Italy,
Garage Center for Contemporary Culture,55.7278,37.6016,Wikidata: Q4504054,Moscow,Russia,
Garden of Fine Arts Kyoto,35.05111111,135.76530556,Wikidata: Q11375286,Kyoto,Japan,
Garden of the Missing Soldiers,31.77616111,35.17970556,Wikidata: Q2916596,Jerusalem,Israel,
Gare de Lyon-Part-Dieu,45.760555555,4.859444444,Wikidata: Q2008,Lyon,France,
Gare de Paris-Est,48.876944444,2.359166666,Wikidata: Q757180,,,
Gare de Paris-Nord,48.881111111,2.355277777,Wikidata: Q745942,,,
Gare de Rouen-Rive-Droite,49.448888888,1.093888888,Wikidata: Q3088372,Rouen,France,
Gare Montparnasse,48.839333333,2.318288888,Wikidata: Q631114,,,
Gare Saint-Lazare,48.876944444,2.324444444,Wikidata: Q747506,,,
Garfield Building,34.0448,-118.256,Wikidata: Q5523054,California,United States,
Garfield School,46.415277777,-116.989722222,Wikidata: Q85762747,Lewiston,United States,
Garnisonfriedhof Schleswig,54.52049,9.54303,Wikidata: Q1494382,Schleswig,Germany,
Garten der Frauen,53.62043611,10.05172778,Wikidata: Q1494591,Hamburg,Germany,
Gartenfriedhof,52.369795163,9.747385126,Wikidata: Q1494648,Mitte,Germany,
Gasimbey Mosque,40.3725,49.83256,Wikidata: Q124359066,Yasamal raion,Azerbaijan,
Gasometerumbau (Gasometer A),48.1852,16.4184,Wikidata: Q124358268,Vienna,Austria,
Gasunie Building,53.201111111,6.551111111,Wikidata: Q2554154,Groningen,Netherlands,
Gatchina Palace,59.563904,30.107979,Wikidata: Q7461,Gatchina,Russia,
Gate of Europe,40.466388888,-3.687777777,Wikidata: Q1141262,Tetuán,Spain,
Gate of Heaven Cemetery,41.095697,-73.794546,Wikidata: Q4127009,Hawthorne,United States,
Gate to the East,31.318888888,120.674722222,Wikidata: Q1495771,Suzhou,China,
Gauche Wood Cemetery,50.040071,3.138603,Wikidata: Q2123788,Villers-Guislain,France,
Gazi Husrev-beg Mosque,43.859166666,18.429027777,Wikidata: Q1255835,Stari Grad,Bosnia and Herzegovina,
Gazprom Arena,59.972953,30.220533,Wikidata: Q722970,,,
Gebouw Batavia,52.376666666,4.901666666,Wikidata: Q1497093,Amsterdam,Netherlands,
"Gedempte Singel 50-56, Assen",52.995164,6.56133235,Wikidata: Q137602715,Assen,Netherlands,
Gedenkstätte für die Gefallenen der Roten Armee in Senftenberg,51.5144,13.9877,Wikidata: Q1497552,Senftenberg,Germany,
Gedenkstätte Gudendorf,54.0185,9.10472,Wikidata: Q1497531,Gudendorf,Germany,
Geffen Contemporary at MOCA,34.0499,-118.2391,Wikidata: Q110521914,Los Angeles,United States,
Gehenna,31.76916667,35.22805556,Wikidata: Q558093,Jerusalem,Israel,
Gehry Tower,52.3747,9.73065,Wikidata: Q661168,Mitte,Germany,
Gelehrtenfriedhof (Königsberg),54.71027778,20.49166667,Wikidata: Q1499598,Kaliningrad,Russia,
Gemäldegalerie Alte Meister,51.05338,13.73466,Wikidata: Q4890,,,
Gemäldegalerie Berlin,52.508611111,13.364722222,Wikidata: Q165631,,,
Gemeentehuis van Vlezenbeek,50.80788,4.23167,Wikidata: Q121327749,Sint-Pieters-Leeuw,Belgium,
Gemeindezentrum Rheinberg,51.5462,6.6031,Wikidata: Q118905870,Rheinberg,Germany,
Genech cemetery,50.532124,3.209253,Wikidata: Q1846090,Genech,France,
Generaalsheuvel,51.3447,6.17775,Wikidata: Q17454669,Venlo,Netherlands,
General Post Office,53.349334,-6.261075,Wikidata: Q1339254,Dublin,Ireland,
Genève-Champel railway station,46.192193335,6.153498698,Wikidata: Q48610587,Plainpalais,Switzerland,
Genève-Eaux-Vives railway station,46.201445433,6.166569548,Wikidata: Q3098155,Eaux-Vives,Switzerland,
Gent-Sint-Pieters railway station,51.035556,3.710556,Wikidata: Q800814,Ghent,Belgium,
Gentse Handelsbank (Dendermonde),51.030405555,4.099611111,Wikidata: Q65132363,Dendermonde,Belgium,
Georg Kolbe Museum,52.50991,13.25478,Wikidata: Q1503409,Charlottenburg-Wilmersdorf,Germany,
George and Lola Perkins House,42.42197222,-94.993,Wikidata: Q27957813,Sac City,United States,
George B. Dryden House,42.0417,-87.6892,Wikidata: Q19872761,Evanston,United States,
George D. Dayton House,43.623111,-95.593806,Wikidata: Q5538301,Worthington,United States,
George Earle Chamberlain House,45.53774,-122.646031,Wikidata: Q5538815,Portland,United States,
Georgen-Parochial-Friedhof IV,52.512738888,13.460763888,Wikidata: Q2699139,Friedrichshain-Kreuzberg,Germany,
Georgenkirche Frankfurt (Oder),52.3508,14.54,Wikidata: Q2318381,Frankfurt (Oder),Germany,
Georgetown Central School,42.7225,-70.993889,Wikidata: Q5546977,Massachusetts,United States,
Georgetown Neighborhood Library,38.913406,-77.066037,Wikidata: Q63437240,"Washington, D.C.",United States,
Georgian Terrace Hotel,33.7726,-84.3846,Wikidata: Q5548054,Georgia,United States,
Gerichtsberg,53.908,13.433,Wikidata: Q1513020,Neetzow-Liepen,Germany,
Gerling Ring-Karree,50.941066666,6.940808333,Wikidata: Q16080,Cologne,Germany,
German Chancellery in Berlin,52.52,13.3694,Wikidata: Q320459,Bezirk Mitte,Germany,
Gersthof cemetery,48.231388888,16.317222222,Wikidata: Q1515097,Währing,Austria,
Gertraude's Cemetery,51.5048,11.9846,Wikidata: Q1515487,Halle (Saale),Germany,
Gertrudenfriedhof,53.1484,8.21483,Wikidata: Q1500121,Oldenburg,Germany,
Gesù Church,50.854308333,4.366541666,Wikidata: Q23888796,Saint-Josse-ten-Noode,Belgium,
Gesù Nuovo,40.84762222,14.25180278,Wikidata: Q718774,Naples,Italy,
Gewandhaus,51.337778,12.380556,Wikidata: Q519613,Zentrum,Germany,
Ghencea Cemetery,44.41833333,26.05333333,Wikidata: Q4355583,Bucharest,Romania,
Ghissignies British Cemetery,50.228864,3.622933,Wikidata: Q4430562,Ghissignies,France,
Ghiyasiyeh Madrasa,34.532361111,60.178222222,Wikidata: Q5854526,Khaf County,Iran,
Giant Forest Museum,36.564723,-118.77272,Wikidata: Q64174074,Tulare County,United States,
Giant Forest Ranger Residence,36.563781,-118.773598,Wikidata: Q99440165,Tulare County,United States,
Gibsonville School,36.11,-79.5442,Wikidata: Q18705897,Gibsonville,United States,
Gifu Kitagata Appartementhaus,35.4334,136.6848,Wikidata: Q118611161,Motosu,Japan,
Gildhøj,55.6544,12.4162,Wikidata: Q12313886,Brøndby Municipality,Denmark,
Gillette Stadium,42.090944444,-71.264344444,Wikidata: Q373355,,,
Gioia 22 Tower,45.48525,9.196861111,Wikidata: Q60838294,Milan,Italy,
Girod Street Cemetery,29.949722222,-90.078888888,Wikidata: Q3035,New Orleans,United States,
Givenchy-les-la-Bassee Communal Cemetery,50.527103,2.762071,Wikidata: Q2050886,Givenchy-lès-la-Bassée,France,
Giza Necropolis,29.983333,31.133333,Wikidata: Q13217298,Giza Governorate,Egypt,
Giza pyramid complex,29.976111,31.132778,Wikidata: Q12508,Giza Governorate,Egypt,
Glageon Communal Cemetery Extension,50.053393,4.067869,Wikidata: Q2799198,Glageon,France,
Glasgow Airport,55.871944444,-4.433055555,Wikidata: Q8721,,,
Glasgow Necropolis,55.862521,-4.231115,Wikidata: Q1529512,Glasgow City,United Kingdom,
Glasnevin Cemetery,53.372222222,-6.277777777,Wikidata: Q1263215,Glasnevin,Ireland,
Glass House,41.142425,-73.5294,Wikidata: Q1506237,New Canaan,United States,
Glenville School,41.036667,-73.664444,Wikidata: Q5569416,Connecticut,United States,
Glenwood Cemetery,29.7656,-95.3852,Wikidata: Q2751751,Houston,United States,
Glienicke Palace,52.4142,13.0953,Wikidata: Q301684,Steglitz-Zehlendorf,Germany,
Gliwice Central Cemetery,50.30666667,18.63833333,Wikidata: Q190477,Gliwice,Poland,
Glockengasse Synagogue,50.9382,6.9528,Wikidata: Q259675,Altstadt-Nord,Germany,
Glyptothek,48.146555597,11.565815194,Wikidata: Q162077,Munich,Germany,
Glysas grav,58.97226148,16.25980866,Wikidata: Q10506400,Katrineholm Municipality,Sweden,
Gobela,43.333056,-3.007361,Wikidata: Q478624,Getxo,Spain,
Goede Herderkerk,53.30471,6.59808,Wikidata: Q17461594,Het Hogeland,Netherlands,
Goetheanum,47.486111,7.620278,Wikidata: Q659654,Dornach,Switzerland,
Goharshad Mosque,36.2875,59.614722222,Wikidata: Q2393680,Mashhad County,Iran,
Gokstad Mound,59.14075889,10.253125,Wikidata: Q11972326,Sandefjord,Norway,
Golden Angel,50.07177,14.40364,Wikidata: Q5579128,Prague 5,Czech Republic,
Golovinskoye Cemetery,55.838129,37.501181,Wikidata: Q2912411,Golovinsky District,Russia,
Golzheimer Friedhof,51.2398,6.77363,Wikidata: Q1536749,Düsseldorf,Germany,
Gomel Palace,52.42222222,31.01638889,Wikidata: Q2384554,Gomel,Belarus,
Gomiecourt South Cemetery,50.14758,2.805328,Wikidata: Q1919848,Gomiécourt,France,
"gomila Beli križ, Grad",46.783064398,16.078155379,Wikidata: Q12785599,Municipality of Grad,Slovenia,
Gonnehem Churchyard,50.562969,2.575343,Wikidata: Q2925268,Gonnehem,France,
"Gordon Wu Hall, Butler College [Princeton University]",40.3447,-74.6564,Wikidata: Q119720686,Princeton,United States,
Gorms Mound,55.756010581,9.419233066,Wikidata: Q23747658,Vejle Municipality,Denmark,
Gothenburg Cathedral,57.704444444,11.965277777,Wikidata: Q1236650,Gothenburg Municipality,Sweden,
Gothenburg-Landvetter Airport,57.66,12.291111111,Wikidata: Q1137115,,,
Göttingen City Cemetery,51.5325,9.90972,Wikidata: Q2327123,Göttingen,Germany,
Gov. John F. Hill Mansion,44.3125,-69.77888889,Wikidata: Q24693658,Augusta,United States,
Governorate's Palace,41.90238056,12.451225,Wikidata: Q917387,Vatican City,Vatican City,
Gräberfeld X,48.527213888,9.057347222,Wikidata: Q1551293,Tübingen,Germany,
Grabhügel auf dem Vierth,54.0195,10.6985,Wikidata: Q1540800,Scharbeutz,Germany,
Grabhügel bei Högersdorf-Rotenhahn,53.9266,10.2434,Wikidata: Q1442726,Högersdorf,Germany,
Grabhügel bei Trenthorst,54.198,10.3552,Wikidata: Q1540806,Lehmkuhlen,Germany,
Grabhügel im Postels Busch,53.6997,9.12139,Wikidata: Q1540808,Hemmoor,Germany,
Grabhügel von Möllenbeck,52.1499,9.0489,Wikidata: Q27092748,Rinteln,Germany,
Grabijolų pilkapynas,54.84444444,24.9,Wikidata: Q12655772,Dūkštos Eldership,Lithuania,
Grabkiste im Gadehøj,56.07407,12.16602,Wikidata: Q1540856,Gribskov Municipality,Denmark,
Grace Hopkinson Eliot Hall,42.380833,-71.124722,Wikidata: Q12057051,Cambridge,United States,
Grafheuvel  #45964,51.98329,5.80566,Wikidata: Q17454360,Renkum,Netherlands,
Grafheuvel #341220,52.27552,5.60591,Wikidata: Q17441224,Putten,Netherlands,
Grafheuvel #341312,52.0209,5.79381,Wikidata: Q17441252,Renkum,Netherlands,
Grafheuvel #45122,51.99929,5.83735,Wikidata: Q17453189,Arnhem,Netherlands,
Grafheuvel #45134,52.19035,5.23571,Wikidata: Q17453212,Baarn,Netherlands,
Grafheuvel #45180,52.22597,5.90339,Wikidata: Q17453321,Apeldoorn,Netherlands,
Grafheuvel #45186,52.17355,5.9154,Wikidata: Q17453328,Apeldoorn,Netherlands,
Grafheuvel #45187,52.17338,5.91962,Wikidata: Q17453331,Apeldoorn,Netherlands,
Grafheuvel #45188,52.17154,5.92796,Wikidata: Q17453332,Apeldoorn,Netherlands,
Grafheuvel #45194,52.25214,5.92489,Wikidata: Q17453345,Apeldoorn,Netherlands,
Grafheuvel #45196,52.25157,5.92538,Wikidata: Q17453348,Apeldoorn,Netherlands,
Grafheuvel #45438,52.30743,5.67723,Wikidata: Q17453723,Harderwijk,Netherlands,
Grafheuvel #47060,51.96637,5.69749,Wikidata: Q17455738,Wageningen,Netherlands,
Grafheuvel #47520,51.99452,5.68976,Wikidata: Q17455872,Wageningen,Netherlands,
Grafheuvel #47521,51.98322,5.71501,Wikidata: Q17455873,Wageningen,Netherlands,
Grafheuvel #47522,51.9854,5.70717,Wikidata: Q17455874,Wageningen,Netherlands,
Grafheuvel #47523,51.96733,5.70427,Wikidata: Q17455875,Wageningen,Netherlands,
"Grafheuvel 45412, Bennekom",52.01009,5.73325,Wikidata: Q17453675,Ede,Netherlands,
"Grafheuvel 45414, Bennekom",52.00662,5.73365,Wikidata: Q17453678,Ede,Netherlands,
Grafheuvel Bergerbos,51.13253,6.0014,Wikidata: Q14629989,Roerdalen,Netherlands,
Grafheuvel Monnikenbosch,52.14958,5.33402,Wikidata: Q17454529,Soest,Netherlands,
Grafheuvel van de familie Van Sminia,53.26463,5.88888,Wikidata: Q17463936,Tytsjerksteradiel,Netherlands,
"Grafheuvel, alsmede een zone",51.98178,5.77497,Wikidata: Q17441248,Renkum,Netherlands,
"Grafheuvel, alsmede een zone",51.99595,5.73537,Wikidata: Q17441241,Renkum,Netherlands,
"Grafheuvel, alsmede een zone",51.99782,5.81341,Wikidata: Q17441255,Renkum,Netherlands,
"Grafheuvels 45790, Elsen",52.26838,6.51233,Wikidata: Q17454180,Hof van Twente,Netherlands,
"Grafheuvels 45791, Elsen",52.27763,6.51866,Wikidata: Q17454182,Hof van Twente,Netherlands,
Grafton Post Office,48.419167,-97.411667,Wikidata: Q5592559,North Dakota,United States,
Gran Teatre del Liceu,41.380277777,2.173611111,Wikidata: Q1130050,El Raval,Spain,
Gran Torre Costanera,-33.41694444,-70.60666667,Wikidata: Q1542408,Santiago,Chile,
Granary Burying Ground,42.3574,-71.0616,Wikidata: Q1140339,Boston,United States,
Grand Canyon Lodge,36.197177,-112.052985,Wikidata: Q5594354,Coconino County,United States,
Grand Canyon National Park Superintendent's Residence,36.056945,-112.13535,Wikidata: Q5594355,Grand Canyon Village,United States,
Grand Central Airport,34.163,-118.287,Wikidata: Q5594398,Glendale,United States,
Grand Hyatt Hotel und Bürogebäude,52.5082,13.3726,Wikidata: Q117255504,Berlin,Germany,
Grand Mosque of Paris,48.841944444,2.355,Wikidata: Q392564,Paris,France,
Grand National Theatre of Rabat,34.025586111,-6.815766944,Wikidata: Q64809079,Rabat,Morocco,
Grand Nikko Awaji,34.55893,135.00822,Wikidata: Q11288498,Kobe,Japan,
Grand Prince Hotel Akasaka,35.6798825,139.7372472,Wikidata: Q555225,Tokyo,Japan,
Grande Arche,48.8928,2.235830555,Wikidata: Q216357,,,
Grande Hotel,-5.778144606,-35.204472207,Wikidata: Q10290947,Natal,Brazil,
Grande Hotel of Ouro Preto,-20.384166666,-43.505111111,Wikidata: Q18481218,Sede,Brazil,
Grays Road Recreation Center,39.9422,-75.185,Wikidata: Q5598375,Pennsylvania,United States,
Great Cemetery,56.970555555,24.143055555,Wikidata: Q3036898,Vidzeme Suburb,Latvia,
Great Glasshouse,51.842055,-4.146659,Wikidata: Q55841858,Llanarthney,United Kingdom,
Great Hall of the People,39.903333333,116.3875,Wikidata: Q72891,,,
Great Market Hall,47.48669,19.0588,Wikidata: Q195344,Budapest District IX,Hungary,
Great Mosque of Brussels,50.843333,4.387778,Wikidata: Q1548310,City of Brussels,Belgium,
Great Pyramid of Giza,29.97915,31.13422,Wikidata: Q37200,,,
Great St. Martin Church,50.938492,6.961839,Wikidata: Q564520,Altstadt-Nord,Germany,
Great Synagogue,50.261388888,19.019166666,Wikidata: Q471463,Katowice,Poland,
Great Synagogue of Florence,43.77273,11.26633,Wikidata: Q1548456,Florence,Italy,
Great Synagogue of Rome,41.89195,12.47799,Wikidata: Q1548485,Roma Capitale,Italy,
Greeley Masonic Temple,40.424167,-104.694167,Wikidata: Q5602138,Colorado,United States,
Green Bay and Western Railroad Depot,44.36813,-91.3177,Wikidata: Q16969286,Whitehall,United States,
Green Building,42.3604,-71.0891,Wikidata: Q5602382,Cambridge,United States,
Green Mount Cemetery,44.2578,-72.5969,Wikidata: Q92210326,Montpelier,United States,
Green Mount Cemetery,39.3075,-76.6072,Wikidata: Q3776324,Baltimore,United States,
Green-Wood Cemetery,40.65241,-73.99024,Wikidata: Q239043,New York,United States,
Greenville City Hall,31.83,-86.6228,Wikidata: Q16891906,Greenville,United States,
Gregoriuskerk,50.949861,5.970828,Wikidata: Q3265490,Brunssum,Netherlands,
Gresham Palace,47.49974722,19.04798056,Wikidata: Q854317,Budapest District V,Hungary,
Greyfriars Kirkyard,55.947,-3.19272,Wikidata: Q2876448,City of Edinburgh,United Kingdom,
Grieg Hall,60.38885602,5.32817602,Wikidata: Q1341892,Bergen Municipality,Norway,
Grinzing Cemetery,48.254444444,16.336111111,Wikidata: Q1546996,Döbling,Austria,
Gropius House,42.426944,-71.326944,Wikidata: Q4179781,Lincoln,United States,
Großes Schauspielhaus,52.52277778,13.38611111,Wikidata: Q566365,Bezirk Mitte,Germany,
Groton High School,42.6072,-71.5697,Wikidata: Q15713125,Groton,United States,
Grotto Camping Ground North Comfort Station,37.259166666,-112.9425,Wikidata: Q76215288,Washington County,United States,
Grotto Camping Ground South Comfort Station,37.258611111,-112.940833333,Wikidata: Q76217314,Washington County,United States,
Group Recreation Hall,31.859341,-99.017749,Wikidata: Q98097177,Brown County,United States,
Grundtvig's Church,55.71658333,12.53361111,Wikidata: Q650849,Copenhagen Municipality,Denmark,
Grunewald Cemetery,52.498888888,13.285,Wikidata: Q1457328,Charlottenburg-Wilmersdorf,Germany,
Grünwald Woodland Cemetery,48.0301,11.5219,Wikidata: Q2541513,Grünwald,Germany,
Guangzhou International Finance Center,23.120347222,113.318075,Wikidata: Q1043438,Guangzhou,China,
Guangzhou Opera House,23.1175,113.317222222,Wikidata: Q3354553,Guangzhou,China,
