match_type,wikidata_name,apify_name,wikidata_qid,wikidata_city,wikidata_country,apify_city,apify_country,apify_rating,distance_meters,wikidata_id,apify_id
location_only,"Arena Amazônia","Arena da Amazônia",Q641527,"","","Manaus","Brazil",4.7,23,2af3c215-8408-41b5-9527-c8a825944fc2,711df143-c013-4582-8c38-1dc8245d8261
location_only,"Arena AufSchalke","VELTINS-Arena",Q150961,"","","Gelsenkirchen","Germany",4.5,108,aeb49ed5-22fa-47a9-8fb8-20277f386516,68680d51-2713-475e-8990-f0f6802f6088
similar_name,"Arena Civica","Arena Civica Gianni Brera",Q1088761,"Milan","Italy","Milan","Italy",4.5,18,3244adc9-a2bf-4ada-be32-a63aca02180f,cb2c9042-69ce-481e-bde2-ec1dbdf18c12
exact_name,"Arena da Baixada","Arena da Baixada",Q606803,"","","Curitiba","Brazil",4.7,52,3538fc88-ad61-4bf4-a5d8-f6588ecc3819,bd701b31-7fcf-4aea-95d2-9bed228cbfad
exact_name,"Arena Lviv","Arena Lviv",Q215399,"","","Lviv","Ukraine",4.6,48,749fb81e-418d-4ad7-aa95-7e4f0378cd05,ea2b65b6-2d9d-4642-831b-70a8211cb185
location_only,"Argoules Communal Cemetery","commonwealth war grave ww2 (argoules)",Q2549487,"Argoules","France","Argoules","France",,42,5cf379a8-c69e-45d5-96fb-11606c48038c,ed619c1f-cf7b-44ba-8ec3-03e27b1e5ac2
location_only,"Arlington Town Hall","Robbins Memorial Town Hall",Q133154812,"Arlington","United States","Arlington","United States",3.8,4,ce1156c1-795b-466f-9dc9-cb054797fc92,655a5a0d-264f-41c5-aadc-941486d0327a
similar_name,"Armazéns Grandella","Antigos Armazéns Grandella",Q679969,"Santa Maria Maior","Portugal","Lisbon","Portugal",3.5,55,ba51300f-805b-4dda-ad9c-52e24c2fb1dd,05c6dd17-7200-48f4-93df-c2efba969383
similar_name,"Armenian cemetery in Hyderabad, India","Armenian cemetery",Q4793252,"Hyderabad","India","Hyderabad","India",4.5,20,1dc4a3d3-b557-4f57-9c54-3e0a1e13363e,7d1ad25f-f85a-4d8c-b545-dee21932db95
location_only,"Armenian Cemetery in Julfa","Armenian cemetary in Old Jugha",Q2471315,"Julfa","Azerbaijan","Babek","Azerbaijan",5,38,bc9ccb36-3425-43da-8aab-69c6b86a0a9b,c5cf3fd8-c036-4e30-904f-4d87f65a4d68
location_only,"Armenian Church of the Holy Nazareth","Armenian Church of Holy Nazareth",Q3585462,"Ward No. 45, Kolkata Municipal Corporation","India","Kolkata","India",4.2,77,3eebc575-08a7-49d5-bff9-6b0723bd03b9,1a731f2b-f7da-4b80-a9a1-17019aae3df3
location_only,"Arney's Mount Friends Meetinghouse and Burial Ground","Arneys Mount",Q4794742,"Springfield Township","United States","Springfield","United States",,101,eb0d09e0-e326-4f8c-8b36-5d0df50d5f1f,4e57f1c8-d72a-4af3-9604-fcfa503ee55b
location_only,"Arnold Burying Ground","Arnold Cemetery",Q4794987,"Rhode Island","United States","Newport","United States",4.5,5,bacf17f9-b02e-4763-aa2f-74582066af5f,94cabeab-4d03-4f71-aaf4-505450a0ec9d
location_only,"Arras Communal Cemetery","Cimetière d'Arras",Q2689827,"Arras","France","Saint-Sauveur-lez-Arras","France",4.2,34,3a7c06c8-5cc4-4be6-8474-5085e981c56e,06bbb885-583d-4026-82bf-83b41928c94b
location_only,"Arry Communal Cemetery","commonwealth war grave ww1",Q2216665,"Arry","France","Arry","France",,31,90ee4b4b-be09-45a1-a32d-d5dcc11f8af1,1755d249-a635-4fa6-8ab5-4e1c06f1d37f
location_only,"Arskoe cemetery","Арча зираты",Q4070070,"Waxitof City District","Russia","Kazan","Russia",4.3,73,53c6e385-7e40-4aba-9c88-b1573a25fbba,12582900-83a2-4c15-b4d4-cca17e4a5653
exact_name,"Arthur Street Cemetery","Arthur Street Cemetery",Q4800382,"Dunedin City","New Zealand","Dunedin City","New Zealand",,68,62860e64-8289-4faf-af1d-32d6bb6042fe,232c6e8c-fcec-4b8d-be46-f043ea6aefc6
location_only,"Artificial Mountain of Buen Retiro","Montaña Artificial",Q104248079,"Madrid","Spain","Madrid","Spain",4.1,17,c45d51c4-7b4f-4b50-9e3d-eb5967467aeb,1b752170-5728-432c-9c07-91dfeec5de4b
exact_name,"Ashmolean Museum","Ashmolean Museum",Q636400,"","","Oxford","United Kingdom",4.7,56,f7fa9684-5b1e-4cf0-900e-daa63b0ed843,a90478ff-c838-4bcf-8a49-f6d033f6a37f
location_only,"Asilo de Convalecientes, Madrid","Hijas De La Caridad",Q5708305,"Almagro","Spain","Madrid","Spain",4.6,22,415d2b02-0851-4baa-9fb8-7ab065729789,5dbabc0a-d811-4409-ab4c-f33c1009ec3a
location_only,"Aşiyan Asri Cemetery","Aşiyan Cemetery",Q4833524,"Beşiktaş","Turkey","Sarıyer","Turkey",4.6,49,264e8047-0ffc-4276-9897-87790a376756,da806b06-eaea-4e8d-b879-8b8659ffbe6b
similar_name,"Askold's Grave","St. Nicholas Church at Askold's grave",Q2994456,"Kyiv","Ukraine","Kyiv","Ukraine",4.7,15,930f7703-1809-4389-8a02-e754a386f384,d83f7f49-2a6d-4642-949f-afba6baa325a
exact_name,"AT&T Stadium","AT&T Stadium",Q838284,"","","Arlington","United States",4.7,69,0b077c85-4dd0-4f3a-b4c8-c52a7510aa59,342b61ba-697b-41d9-82b7-0f018d666201
location_only,"Ata-Beyit","Ata Beyit Memorial",Q20622014,"Süymönkul Çokmorov","Kyrgyzstan","Tash-Dobo","Kyrgyzstan",4.7,26,e0f1e292-48e9-4438-b813-948b7d2882b3,5291e1a3-b0fc-4f30-839d-2775ac46e428
similar_name,"Athenaeum","Athenaeum St",Q4813390,"Tennessee","United States","Columbia","United States",,70,526c7afb-6745-4ca1-a896-ead4b36796dc,0ec8e5a8-611d-4685-b232-e8fc9bb62b62
exact_name,"Atlantis House","Atlantis House",Q1589900,"Mitte","Germany","Bremen","Germany",3.7,38,c9aa7392-b752-424b-92ab-cf48c0a16e57,ccb7da4c-64f8-47f2-8477-7dc1e1360a8a
location_only,"Atocha-Cercanías","Madrid-Puerta de Atocha-Almudena Grandes",Q2842655,"Madrid","Spain","Madrid","Spain",4,117,f7560fdc-3095-44b1-b01a-aa241c56bae0,cf7e41fc-bca6-49b6-8572-1fc5cee2e72f
location_only,"Au-Friedhof","Aufriedhof Bad Säckingen",Q758357,"Bad Säckingen","Germany","Bad Säckingen","Germany",4.9,3,358f21cb-319b-43b7-b352-1a9357540dda,09da446e-04b1-41e1-9623-54f51a0841c0
exact_name,"Aubers Ridge British Cemetery","Aubers Ridge British Cemetery",Q658901,"Aubers","France","Aubers","France",5,46,bea51282-6a1b-42bc-8af5-9ff074fdea79,38392f9c-4e81-4186-85c4-f18bf02f6665
exact_name,"Aubigny-au-Bac Communal Cemetery","Aubigny-au-Bac Communal Cemetery",Q2219207,"Aubigny-au-Bac","France","Aubigny-au-Bac","France",,34,3610a10c-4a6d-4c07-b914-c9a5f25e9010,05bbbf5b-b9cb-410f-833b-4460b1ab8c1b
similar_name,"Auditorio de Tenerife","Auditorio de Tenerife Adán Martín",Q28964,"Santa Cruz de Tenerife","Spain","Santa Cruz de Tenerife","Spain",4.5,9,754b3f82-0da0-497e-aa41-64531220796d,372287c7-36b9-40ef-81bc-ce6f35c9e80a
similar_name,"Auditorium del Parco","Auditorium del Parco - Renzo Piano",Q3629510,"L'Aquila","Italy","L'Aquila","Italy",4.5,9,2670e037-d813-4d53-bc1e-1b4d36cb7c7e,b76ffba3-2bb5-4313-8ecf-149fab512f30
exact_name,"Auditorium Niccolò Paganini","Auditorium Niccolò Paganini",Q3629506,"Parma","Italy","Parma","Italy",4.6,48,90a580ec-cd88-4b1e-9941-eb9b0d77209f,2f4df023-4052-4c46-b43b-17c8217f0891
similar_name,"Audrey Jones Beck Building","Audrey Jones Beck Building at the Museum of Fine Arts, Houston",Q107317766,"Texas","United States","Houston","United States",4.8,33,fedbf189-7199-44d8-9093-c5187ab925df,00199ba2-164f-400f-8f44-17d53e98a8df
exact_name,"Auld Aisle Cemetery","Auld Aisle Cemetery",Q4821737,"East Dunbartonshire","United Kingdom","Glasgow","United Kingdom",4.5,77,ceaa91f8-bdf7-4de2-aafb-183c12b6649d,a0879bad-cf2f-491f-9255-a98b292d9f89
location_only,"Ausstellungsgebäude Sammlung Goetz","Goetz Collection",Q114496506,"","Germany","Munich","Germany",4.6,13,8012b8f0-31c5-4b15-ac12-58b02c09da6f,bb543b6b-0164-48a3-b459-f3337470c5c5
exact_name,"Austin City Hall","Austin City Hall",Q39070904,"Austin","United States","Austin","United States",3.9,34,0d1debd4-e0b6-4965-b80f-a6f34aabebf9,63afa807-7055-4b45-949c-13336fdd3010
exact_name,"Australian War Memorial","Australian War Memorial",Q782783,"Canberra","Australia","Campbell","Australia",4.8,47,06a3a680-0bab-4e74-8da1-9775e6a3584b,4618c4d1-c590-41db-bf2c-aefb35e1851e
similar_name,"Austrian Parliament Building","Austrian Parliament",Q702121,"Innere Stadt","Austria","Vienna","Austria",4.6,56,d926069b-95c0-4a2f-8cba-822eeab7578e,6cc63d66-7225-46be-b523-b1e21c1a4c70
location_only,"Austrian Postal Savings Bank","Österreichische Postsparkasse",Q877570,"Innere Stadt","Austria","Vienna","Austria",4.6,100,992c03f7-e922-4fdf-9349-fcf8f971774a,d9711227-a91a-4e76-ad07-a9c0b4edcfcf
exact_name,"Auteuil Cemetery","Auteuil Cemetery",Q2972508,"Paris","France","Paris","France",4.6,56,cee5223f-295d-4715-a3ab-ac17db33901b,d50cce7f-b08b-4012-a47e-4425de836b49
location_only,"Auto Posto Clube dos 500","Eletroposto Posto GRAAL 500",Q122751246,"Guaratinguetá","Brazil","Guaratinguetá","Brazil",4.1,138,7c97cb86-fac0-4d3d-a4e2-b69057588873,b19d3ada-66db-4777-9b06-aa7e33404386
location_only,"Avelin cemetery","Cimetière d'Avelin",Q1879063,"Avelin","France","Avelin","France",,36,c3892068-2969-4c90-abf3-b8d50a23b183,5b5e49c9-900a-42bb-a2ee-1071abdc5eca
exact_name,"Aviva Stadium","Aviva Stadium",Q244402,"","","Dublin 4","Ireland",4.6,41,a070151d-1de9-4faf-bd96-51a0a40c71ef,bacedf6a-5c2a-4ba7-8c48-12248e3ae82a
exact_name,"Awaji Yumebutai","Awaji Yumebutai",Q2960179,"Kobe","Japan","Awaji","Japan",4.1,80,4dc2916f-3d3d-4594-aa7e-fb07dc366ded,39a944d0-fb92-407a-8e99-75f971301a61
location_only,"Azabudai Hills Mori JP Tower","Sky Lobby",Q109703244,"Tokyo","Japan","Tokyo","Japan",3.8,33,eb440c41-3fd6-487b-a45c-8402f6622d6f,115523a7-1ebb-4f79-99ee-e2e44201660c
location_only,"Azerbaijan State Academic Opera and Ballet Theater","Azərbaycan Dövlət Akademik Opera və Balet Teatrı",Q48623,"Baku","Azerbaijan","Baku","Azerbaijan",4.6,13,a0b23fe0-92ef-47f2-ad89-cc60e64e3fcb,5e34d967-8fbc-415d-849f-d5378da0cfac
similar_name,"B'nai Israel Synagogue and Montefiore Cemetery","B'nai Israel Synagogue",Q4833617,"Grand Forks","United States","Grand Forks","United States",4.8,3,468b6c4a-9bc7-4309-8d33-523fcaacd543,3b063cb1-3fda-4d90-b6c5-d348c42a529d
location_only,"Bab al-Saghir Cemetery","Bab el Saghir Cemetery",Q96372940,"Damascus","Syria","Damascus","Syria",4.7,51,2c371870-c5a1-4a92-99a9-fb98e4062bc0,638be79f-e40b-4b0e-af54-2dd8fc947ac9
location_only,"Back Creek Presbyterian Church and Cemetery","Back Creek Presbyterian Church (PCA)",Q4839084,"North Carolina","United States","Mt Ulla","United States",4.9,17,309cd56e-3c1d-4777-aeea-2ba7ccab9b32,415242b1-3e10-45c1-a758-a9e98c272439
similar_name,"Bäckerbichl","Naturdenkmal Bäckerbichl",Q28732829,"Andechs","Germany","Andechs","Germany",4.5,43,fa365287-1962-4902-9a2a-282efffd6729,f5636283-d964-4ed9-9bf3-40350810005e
exact_name,"Bagsværd Church","Bagsværd Church",Q800141,"Gladsaxe Municipality","Denmark","Bagsværd","Denmark",4.4,52,566625d3-866e-499c-854d-796d2eb2adc0,d3d7ba44-320c-4cbc-8fa3-d13e316c7336
similar_name,"Bailly Cemetery","Indiana Dunes National Park Bailly Cemetery",Q4848474,"Indiana","United States","Porter","United States",4.8,97,e117992d-a685-46f1-a775-4049591b85d1,5ceeb494-139d-49c5-a8f6-db43eeccaafb
similar_name,"Bains-douches Castagnary","Bains-Douches",Q108783845,"Paris","France","Paris","France",4,8,bd368afa-4458-4600-ae12-9fecade950d5,13fcc985-e6fc-48fb-8d4e-1bcd499ae00f
exact_name,"Baitul Mukarram National Mosque","Baitul Mukarram National Mosque",Q804009,"Dhaka","Bangladesh","Dhaka","Bangladesh",4.7,60,83934a84-9270-4746-8a2e-ca6080cc2147,6fc76b7b-b89f-4c1c-8226-a68249af5d33
location_only,"Bajus Churchyard","commonwealth war grave ww1 (bajus)",Q4280809,"Bajus","France","Bajus","France",,5,0bf96f34-ed8e-4a89-961d-a98bb61ba178,8b299d14-b66c-46c3-9f85-b20140df41ba
similar_name,"Balham tube station","Balham",Q579345,"London Borough of Wandsworth","United Kingdom","London","United Kingdom",4.1,8,1c065f5f-d08a-4289-95df-71f63e0b6f84,553817cc-8a6c-4459-8764-d7b72de3ae79
exact_name,"Banchory Ternan East Church","Banchory Ternan East Church",Q4854062,"Banchory","United Kingdom","Banchory","United Kingdom",4.3,76,ef6e7808-a728-4f9a-8d06-1e5a1bd835f9,58bd77e1-d14b-4da5-8360-bbf9d6624b9f
exact_name,"Bancourt British Cemetery","Bancourt British Cemetery",Q2104852,"Bancourt","France","Bancourt","France",4.8,85,8f057ea9-7b23-4bb7-a532-fe6df5e57043,791e73a7-3ca5-4e50-aa03-2bd1381ba46f
location_only,"Bank Al Maghrib Building","Bank of Morocco",Q92067896,"Rabat","Morocco","Rabat","Morocco",4.4,63,47a2f392-bd56-4399-a360-98756927cb5c,6586567a-b8a4-453d-9a27-f33c6816a64e
location_only,"Bank of America Plaza","Bank of America Financial Center",Q806671,"California","United States","Los Angeles","United States",3.4,19,63dd1907-716b-4ce3-aadf-55800168c103,a7d0eb7b-9585-4767-9ed4-8ff7f88a0f7c
exact_name,"Bank of America Tower","Bank of America Tower",Q328505,"New York City","United States","New York","United States",,93,5e877d64-248c-49ab-a481-edf9d111ead5,ee012448-79e3-4d5f-8d8b-56b66ed2ff6f
similar_name,"Bank of Spain headquarters","Bank of Spain",Q4889526,"Cortes","Spain","Madrid","Spain",4.2,65,a7f15ddb-19fc-413d-9117-48a257d22d8a,f3c92a78-9b1a-44a7-b507-e0eae4e500eb
location_only,"Bankinter building","Bankinter, S.A. (domicilio social)",Q29016759,"Madrid","Spain","Madrid","Spain",1.8,44,6eb4f284-5170-4dea-8d47-f5a7c464a2b7,4c13a6d6-9be3-4a80-9804-ec8a64ba1785
similar_name,"Banski Dvor","Бански двор / Banski Dvor",Q2883493,"Banja Luka","Serbia","Banja Luka","Bosnia and Herzegovina",4.7,64,d12b58d7-4ff6-4c66-bbf6-399a2efe15c0,2e4db794-b515-4924-a585-4a17a2bfc793
location_only,"Baptistry San Giovanni","Battistero di San Giovanni",Q1278477,"Pisa","Italy","Pisa","Italy",4.6,9,504ed312-a640-4fa7-8dc0-25b3187bed60,e807f752-f4af-4a36-913a-e0293ae1789d
location_only,"Baranovskoe Central Cemetery","Baranovskoye Kladbishche",Q4504185,"Khostinsky City District","Russia","Bolshoy Sochi","Russia",3.7,136,b75f7cc3-84bb-4a22-9f60-f09efd88671e,1d5069a5-3806-4a6e-9d41-c7f2b749eb2c
exact_name,"Barbadoes Street Cemetery","Barbadoes Street Cemetery",Q4858585,"Christchurch City","New Zealand","Christchurch","New Zealand",4.4,127,7f6e105c-25b7-4319-9472-c2b2f1b493bd,7465a054-b5b6-4c0a-821a-b43f161239bc
location_only,"Barclay-Vesey Building","One World Observatory",Q1983213,"New York","United States","New York","United States",4.7,88,a299f49f-b176-4f7e-82c7-dbff20fd58b2,cf8a9bb7-81aa-49f0-a088-6c1ba1099396
location_only,"Bargello National Museum","Museo Nazionale del Bargello",Q388448,"","","Florence","Italy",4.7,0,93870f4a-9c88-42a3-9425-2ee6426d42e6,db6f86d5-41ba-40b9-b5fb-061e601f1dc4
exact_name,"Barnes Cemetery","Barnes Cemetery",Q4861515,"London Borough of Richmond upon Thames","United Kingdom","London","United Kingdom",4.6,44,b9ff32ac-72a8-4179-825b-d6929a83ee62,3724013f-f4ed-4220-a232-5b6d2c37bf91
similar_name,"Barnweill Church","Barnweill Church “Kirk in the Wood”",Q4862019,"South Ayrshire","United Kingdom","Kilmarnock","United Kingdom",,4,82d6cfbc-8ef0-428d-bcb1-a12175ec7466,3acfa568-6d98-46cc-a112-824401e909ae
location_only,"Barolo Palace","Palacio Barolo",Q571763,"Buenos Aires","Argentina","Buenos Aires","Argentina",4.6,4,59864445-4af8-4d80-a769-27fc7ffaf1d3,0e54836d-716d-4b58-8ed7-d291117a3c14
location_only,"Basilica and Expiatory Church of the Holy Family","Boulangerie - BO&MIE Barcelona",Q48435,"Sagrada Família","Spain","Barcelona","Spain",4.5,89,7d0c27d2-12ec-4d2e-8c53-7125a3dd128b,cc0bce5f-dbb1-4298-88aa-e15d1839066f
location_only,"Basílica Catedral Nuestra Señora de la Altagracia","Basilica Nuestra Señora De La Altagracia",Q4868422,"Higüey","Dominican Republic","Higuey","Dominican Republic",4.7,62,84873bf8-3ab4-4071-9d3c-a3c5c3de4866,98c5df3d-6468-4cc7-a7e4-79f7fb17c946
location_only,"Basilica di Santa Maria Maggiore","Papal Basilica of Saint Mary Major",Q186282,"Rome","Italy","Rome","Italy",4.8,25,e2079259-380c-4a95-b3f4-e8f1f10686dd,334d690b-d7d9-4ddb-9c2a-911b398225db
location_only,"Basilica in Eger","Cathedral Basilica of St. John the Apostle, Eger",Q735805,"Eger","Hungary","Eger","Hungary",4.8,57,d8259e6f-83a4-4e87-92c0-2783ccf5cc0a,d381e89d-fabb-4220-bf76-2af8933668be
location_only,"Basilica of Candelaria","Basilica of Our Lady of Candelaria",Q34485,"Candelaria","Spain","Candelaria","Spain",4.7,40,463f4cf5-21db-49f3-926f-0938e2d9d3aa,8da932a6-8c2b-432b-a525-7f31b4bd51fc
location_only,"Basilica of Jesus de Medinaceli","Basílica de Jesús de Medinaceli",Q4867355,"Madrid","Spain","Madrid","Spain",4.7,34,bb464e02-c7a8-46f1-86c5-b9097a374e1b,f3786ce2-872e-4b54-b545-c035258d8d9e
similar_name,"Basilica of Our Lady of Peace of Yamoussoukro","The Basilica of Our Lady of Peace of Yamoussoukro",Q815584,"","","Yamoussoukro","Ivory Coast",4.6,60,4636a8da-8c8e-4b4f-a5cf-b7d21af5ce73,29ee6c62-4e08-4c76-bf68-0f5aa89d5080
location_only,"Basilica of Saint-Denis","Basilique Cathédrale Saint-Denis",Q184407,"Saint-Denis","France","Saint-Denis","France",4.6,69,a16bc568-e41b-45ed-b26e-77f859508add,c4a36d0e-f84c-4017-80b2-329d45f4a8b6
location_only,"Basilica of Sainte-Anne-de-Beaupré","Sanctuaire Sainte-Anne-de-Beaupré",Q810148,"Sainte-Anne-de-Beaupré","Canada","Sainte-Anne-de-Beaupré","Canada",4.8,24,0ec676ff-322e-421f-baa9-53a471bc7fa9,73a96950-64e3-4ac2-9d22-099661d627f7
location_only,"Basilica of San Francesco d'Assisi","Papal Basilica and Sacred Convent of Saint Francis in Assisi",Q207486,"Assisi","Italy","Assisi","Italy",4.9,48,58ded7bb-e939-4f5e-8c4c-405c9526c27e,9a593761-59dc-4fee-868a-ac9582442d81
location_only,"Basilica of Sant'Eustorgio","sweetburger - Navigli",Q672082,"Milan","Italy","Milan","Italy",4.6,121,459ca0ce-47b8-4675-ab64-e246bf9ae9df,5a39b629-028a-4224-b676-875dd44eea0a
similar_name,"Basilica of Santa Croce","Basilica of Santa Croce in Florence",Q51177,"Florence","Italy","Florence","Italy",4.8,54,10bc1109-083a-42ff-b63f-3325f5e0da31,4c564391-1a04-4ac3-a24e-d365f94f2d04
exact_name,"Basilica of Santa Maria Novella","Basilica of Santa Maria Novella",Q51175,"Florence","Italy","Florence","Italy",4.7,37,37c31a1e-8e7d-46fa-93ef-fae730612a61,314044c7-9981-40d4-9512-a2a07faf5db5
exact_name,"Basilica of St. Pius X","Basilica of St. Pius X",Q810101,"Lourdes","France","Lourdes","France",4.8,104,5b650df4-9106-437c-bfa1-4b5f654b2ec3,f2349fb1-feed-4510-afc8-cf27bf1f96dd
location_only,"Basilica of St. Vincent de Paul","Galería Gaudí",Q16746780,"Madrid","Spain","Madrid","Spain",4.4,93,fa93469b-6847-4b02-a5ca-70671b8a8a6c,f954c308-1af0-45f9-b930-3a1281f25603
location_only,"Basilica of St. Vitus, Mönchengladbach","Mönchengladbach Münster St. Vitus",Q896842,"Mönchengladbach","Germany","M. Gladbach","Germany",4.6,15,a4f036c4-d7f5-47c5-b893-3116f6cf252f,87c08080-aa99-4d50-aeec-c8684f11e397
exact_name,"Basilica of Superga","Basilica of Superga",Q1145261,"Turin","Italy","Turin","Italy",4.7,40,0adb8624-7afe-40bc-af84-4f52d1c3392d,2c42c456-db15-479d-8ab1-d9a2cf90e823
location_only,"Basilica Palladiana","Palladian Basilica",Q284719,"Vicenza","Italy","Vicenza","Italy",4.7,37,8bbed6aa-63cc-42dc-b36d-9f4b26018002,1dab6c36-5861-4819-b3e5-7020875f1350
location_only,"Basilika of St. Ludmila","Bazilika sv. Ludmily",Q632057,"Prague 2","Czech Republic","Vinohrady","Czech Republic",4.8,49,c9088782-57ff-4081-aaba-52990ef01945,b276faad-aa80-43a9-9218-de49dc60b81a
exact_name,"Batalha Monastery","Batalha Monastery",Q174779,"Batalha","Portugal","Batalha","Portugal",4.7,63,d4c1b0e9-2357-43e7-aa18-c4a5fb0a0c3a,ae7ddde5-4413-44c0-9bd4-b12f1eb3109c
exact_name,"Bath National Cemetery","Bath National Cemetery",Q4868933,"Bath","United States","Bath","United States",4.9,68,a95af97d-313d-463c-9fab-c75b5fd97f85,8c2ac035-1362-415f-a43f-31e064738995
location_only,"Batignolles Cemetery","Cimetière des Batignolles",Q2655037,"Paris","France","Paris","France",4,33,53719090-9436-49a6-b4a9-2c5a5d03cdbf,65a18c06-b5a1-4ad9-a278-40338211139e
location_only,"Baumgartner Friedhof","Friedhof Baumgarten",Q811564,"Penzing","Austria","Vienna","Austria",4.5,73,18c2b3e3-3787-42fc-9a0b-733e67540ec2,142cd22f-a6a9-4015-891b-013e4424b0d9
location_only,"Bavelincourt Communal Cemetery","Bavelincourt Cimetière communal",Q2229644,"Bavelincourt","France","Bavelincourt","France",3,12,1f6b16a1-0b80-4f98-8bd9-9031e8560f94,276561ee-1c9f-437d-8ce7-3da33bc55956
location_only,"Bavinchove churchyard","Église Saint-Omer de Bavinchove",Q2003271,"Bavinchove","France","Bavinchove","France",4.2,66,f360443f-2bac-4d4c-b821-491fc7291eb6,19050fab-4d1f-4cc3-99e7-0de6a66a8d4f
location_only,"Bayenghem-lès-Seninghem churchyard","Église catholique Saint-Martin à Bayenghem-lès-Seninghem et son Cimetière",Q2034903,"Bayenghem-lès-Seninghem","France","Bayenghem-lès-Seninghem","France",,10,89156c73-eb7d-4264-a995-5ffa84ac4d40,29a4fc98-2a2f-43d3-b756-92598c8db0ab
location_only,"Bayside Acacia Cemetery, Queens","Bayside Cemetery",Q4874823,"New York","United States","Ozone Park","United States",4.3,131,faaa8ff6-751d-44ae-b5c5-cfb4037f309c,bef77400-1b54-413c-ab33-eda8b7cb16a6
location_only,"Bazinghen Churchyard","Cimetière de Bazinghen",Q1989707,"Bazinghen","France","Bazinghen","France",4.5,21,e0767b12-5e36-4776-927e-ddfe5f276c1c,b8cc1c6f-1d0f-4efa-a8e1-799c1e794136
